,PLOTNO,MONTH,YEAR,SPPNO,RAINTRT,DISPERSION,BLOCK,SUBBLOCK,DISPERSION.FOURLEVELS,FLUX.umolCO2.m2.s,FLUX.mgCO2C.m2.h,Exp.R2,Moisture.Calc,Moisture.Calc2,VWC.perc,VWC.perc2,Temp.C,PROPTOTPLOT,DryWt.g.m2,lnRootBiomass,MB.mg.gdw
3889,103,7,2023,1,150,UNDER,EAST,C,FAB,8.47,365.904,0.9998,NA,NA,57.3315,3286.900892,25,1.05,NA,NA,NA
3890,104,7,2023,2,150,UNDER,EAST,C,POA,4.84,209.088,0.9996,NA,NA,47.39547,2246.330577,25.2,0.37,NA,NA,NA
3891,105,7,2023,3,150,OVER,EAST,C,OVER,6.2,267.84,0.9998,NA,NA,46.98714,2207.791325,25.1,1.35,NA,NA,NA
3892,106,7,2023,2,150,UNDER,EAST,C,POA,4.56,196.992,0.9997,NA,NA,52.97598,2806.454457,25.2,1.3,NA,NA,NA
3893,107,7,2023,5,150,UNDER,EAST,C,POA,7.62,329.184,0.9998,NA,NA,51.8871,2692.271146,25.2,1.9101,NA,NA,NA
3894,108,7,2023,2,150,UNDER,EAST,C,AST,5.22,225.504,0.9998,NA,NA,46.85103,2195.019012,25.2,1.17,NA,NA,NA
3895,109,7,2023,3,150,OVER,EAST,C,OVER,5.34,230.688,0.9998,NA,NA,51.07044,2608.189842,25.2,0.61,NA,NA,NA
3896,110,7,2023,3,150,UNDER,EAST,C,FAB,0.22,9.504,0.1618,NA,NA,48.62046,2363.949131,25.2,1.39,NA,NA,NA
3897,112,7,2023,2,150,OVER,EAST,C,OVER,4.01,173.232,0.9996,NA,NA,54.33708,2952.518263,25.3,1.2,NA,NA,NA
3898,113,7,2023,1,150,UNDER,EAST,C,AST,5.7,246.24,0.9998,NA,NA,43.7205,1911.48212,25.4,0.73,NA,NA,NA
3899,114,7,2023,2,150,OVER,EAST,C,OVER,6.84,295.488,0.9998,NA,NA,51.47877,2650.063761,25.5,1.8,NA,NA,NA
3900,115,7,2023,1,150,UNDER,EAST,C,AST,6.78,292.896,0.9995,NA,NA,44.67327,1995.701052,25.4,0.75,NA,NA,NA
3901,116,7,2023,2,150,UNDER,EAST,C,FAB,6.1,263.52,0.9998,NA,NA,54.33708,2952.518263,25.4,1.23,NA,NA,NA
3902,117,7,2023,6,150,UNDER,EAST,C,FAB,8.31,358.992,0.9997,NA,NA,41.67885,1737.126537,25.4,1.81,NA,NA,NA
3903,118,7,2023,1,150,UNDER,EAST,C,POA,3.88,167.616,0.9994,NA,NA,46.4427,2156.924383,25.5,0.03,NA,NA,NA
3904,119,7,2023,2,150,OVER,EAST,C,OVER,3.6,155.52,0.9996,NA,NA,44.40105,1971.453241,25.6,0.65,NA,NA,NA
3905,120,7,2023,1,150,UNDER,EAST,C,FAB,5.3,228.96,0.9997,NA,NA,47.8038,2285.203294,25.5,1.2,NA,NA,NA
3906,201,7,2023,1,150,UNDER,WEST,F,AST,7.95,343.44,0.9998,NA,NA,38.82054,1507.034326,26.1,1.22,NA,NA,NA
3907,202,7,2023,6,150,OVER,WEST,F,OVER,6.39,276.048,0.9996,NA,NA,44.67327,1995.701052,26.1,1.8101,NA,NA,NA
3908,203,7,2023,1,150,UNDER,WEST,F,POA,8.12,350.784,0.9993,NA,NA,52.97598,2806.454457,26.2,0.75,NA,NA,NA
3909,204,7,2023,2,150,UNDER,WEST,F,FAB,6.4,276.48,0.9998,NA,NA,47.8038,2285.203294,26.2,1.2,NA,NA,NA
3910,205,7,2023,2,150,OVER,WEST,F,OVER,6.95,300.24,0.9998,NA,NA,47.93991,2298.234971,26.3,1.45,NA,NA,NA
3911,206,7,2023,1,150,UNDER,WEST,F,POA,4.99,215.568,0.9998,NA,NA,52.56765,2763.357827,26.3,1,NA,NA,NA
3912,207,7,2023,2,150,UNDER,WEST,F,POA,8.12,350.784,0.9998,NA,NA,52.56765,2763.357827,26.3,1.2,NA,NA,NA
3913,208,7,2023,1,150,UNDER,WEST,F,AST,6.41,276.912,0.9997,NA,NA,27.3873,750.0642013,26.2,0.65,NA,NA,NA
3914,209,7,2023,5,150,UNDER,WEST,F,POA,11.22,484.704,0.9997,NA,NA,51.8871,2692.271146,26.3,1.4501,NA,NA,NA
3915,210,7,2023,1,150,UNDER,WEST,F,FAB,5.04,217.728,0.9994,NA,NA,55.15374,3041.935036,26.3,1,NA,NA,NA
3916,211,7,2023,2,150,UNDER,WEST,F,AST,7.09,306.288,0.9998,NA,NA,48.89268,2390.494158,26.3,1.1,NA,NA,NA
3917,212,7,2023,2,150,OVER,WEST,F,OVER,5.78,249.696,0.9997,NA,NA,52.97598,2806.454457,26.4,1.6,NA,NA,NA
3918,213,7,2023,3,150,OVER,WEST,F,OVER,4.73,204.336,0.9998,NA,NA,50.25378,2525.442404,26.3,1.8,NA,NA,NA
3919,214,7,2023,6,150,OVER,WEST,F,OVER,9.36,404.352,0.9998,NA,NA,54.47319,2967.328429,26.3,2.01,NA,NA,NA
3920,215,7,2023,3,150,UNDER,WEST,F,FAB,5.86,253.152,0.9999,NA,NA,53.79264,2893.648118,26.4,1.36,NA,NA,NA
3921,216,7,2023,2,150,OVER,WEST,F,OVER,2.59,111.888,0.9996,NA,NA,46.4427,2156.924383,26.3,1.75,NA,NA,NA
3922,217,7,2023,6,150,UNDER,WEST,F,FAB,5.18,223.776,0.9999,NA,NA,49.1649,2417.187392,26.3,1.89,NA,NA,NA
3923,218,7,2023,1,150,UNDER,WEST,F,POA,5.34,230.688,0.9998,NA,NA,52.43154,2749.066387,26.3,0.95,NA,NA,NA
3924,219,7,2023,1,150,UNDER,WEST,F,FAB,5.98,258.336,0.9998,NA,NA,55.01763,3026.939611,26.2,1.2,NA,NA,NA
3925,220,7,2023,3,150,OVER,WEST,F,OVER,5.06,218.592,0.9997,NA,NA,55.01763,3026.939611,26.3,1.4,NA,NA,NA
3926,221,7,2023,1,50,UNDER,WEST,F,AST,5.86,253.152,0.9998,NA,NA,21.53457,463.7377051,25.6,1.1,NA,NA,NA
3927,222,7,2023,6,50,OVER,WEST,F,OVER,6.46,279.072,0.9999,NA,NA,19.76514,390.6607592,25.6,2.2301,NA,NA,NA
3928,223,7,2023,1,50,UNDER,WEST,F,POA,8.61,371.952,0.9998,NA,NA,25.20954,635.520907,25.7,0.95,NA,NA,NA
3929,224,7,2023,2,50,UNDER,WEST,F,FAB,6.9,298.08,0.9998,NA,NA,32.8317,1077.920525,25.8,0.95,NA,NA,NA
3930,225,7,2023,2,50,OVER,WEST,F,OVER,3.56,153.792,0.9996,NA,NA,35.41779,1254.419848,26.1,1.65,NA,NA,NA
3931,226,7,2023,1,50,UNDER,WEST,F,POA,9.6,414.72,0.9998,NA,NA,47.39547,2246.330577,25.9,0.95,NA,NA,NA
3932,227,7,2023,2,50,UNDER,WEST,F,POA,6.17,266.544,0.9998,NA,NA,42.08718,1771.33072,25.8,0.52,NA,NA,NA
3933,228,7,2023,1,50,UNDER,WEST,F,AST,4.53,195.696,0.9996,NA,NA,22.35123,499.5774825,25.8,0.4,NA,NA,NA
3934,229,7,2023,5,50,UNDER,WEST,F,POA,9.26,400.032,0.9998,NA,NA,41.81496,1748.49088,26,1.4501,NA,NA,NA
3935,230,7,2023,1,50,UNDER,WEST,F,FAB,5.63,243.216,0.9998,NA,NA,37.18722,1382.889331,26,0.75,NA,NA,NA
3936,231,7,2023,2,50,UNDER,WEST,F,AST,7.18,310.176,0.9998,NA,NA,35.96223,1293.281987,26,1.5,NA,NA,NA
3937,232,7,2023,2,50,OVER,WEST,F,OVER,6.11,263.952,0.9998,NA,NA,36.09834,1303.090151,26.1,1.65,NA,NA,NA
3938,233,7,2023,3,50,OVER,WEST,F,OVER,4.56,196.992,0.9997,NA,NA,40.58997,1647.545665,26.1,1.8,NA,NA,NA
3939,234,7,2023,6,50,OVER,WEST,F,OVER,8.75,378,0.9998,NA,NA,47.12325,2220.600691,26.1,1.6202,NA,NA,NA
3940,235,7,2023,3,50,UNDER,WEST,F,FAB,8.07,348.624,0.9998,NA,NA,41.95107,1759.892274,26.1,1.31,NA,NA,NA
3941,236,7,2023,2,50,OVER,WEST,F,OVER,10.04,433.728,0.9998,NA,NA,43.03995,1852.437296,26.1,1.8,NA,NA,NA
3942,237,7,2023,6,50,UNDER,WEST,F,FAB,6.9,298.08,0.9998,NA,NA,38.13999,1454.658837,26.1,1.73,NA,NA,NA
3943,238,7,2023,1,50,UNDER,WEST,F,POA,9.11,393.552,0.9999,NA,NA,41.67885,1737.126537,26.1,0.85,NA,NA,NA
3944,239,7,2023,1,50,UNDER,WEST,F,FAB,6.85,295.92,0.9998,NA,NA,48.48435,2350.732195,26.1,1.3,NA,NA,NA
3945,240,7,2023,3,50,OVER,WEST,F,OVER,4.89,211.248,0.9997,NA,NA,53.79264,2893.648118,26.1,1.37,NA,NA,NA
3946,121,7,2023,6,150,UNDER,WEST,D,AST,5.83,251.856,0.9997,NA,NA,35.28168,1244.796944,22.2,1.5602,NA,NA,NA
3947,122,7,2023,1,150,UNDER,WEST,D,FAB,10.45,451.44,0.9998,NA,NA,47.39547,2246.330577,22.1,0.35,NA,NA,NA
3948,123,7,2023,1,150,UNDER,WEST,D,FAB,6.24,269.568,0.9979,NA,NA,49.02879,2403.822249,22.1,0.45,NA,NA,NA
3949,124,7,2023,2,150,UNDER,WEST,D,FAB,6.36,274.752,0.9998,NA,NA,50.25378,2525.442404,22.2,0.63,NA,NA,NA
3950,125,7,2023,2,150,OVER,WEST,D,OVER,6.1,263.52,0.9997,NA,NA,32.42337,1051.274922,22.1,1.2,NA,NA,NA
3951,126,7,2023,1,150,UNDER,WEST,D,AST,6.72,290.304,0.9998,NA,NA,40.9983,1680.860603,22,0.4,NA,NA,NA
3952,127,7,2023,6,150,OVER,WEST,D,OVER,5.15,222.48,0.9996,NA,NA,47.12325,2220.600691,22,1.7401,NA,NA,NA
3953,128,7,2023,5,150,OVER,WEST,D,OVER,7.61,328.752,0.9998,NA,NA,41.40663,1714.509008,22.1,1.45,NA,NA,NA
3954,129,7,2023,3,150,UNDER,WEST,D,FAB,4.67,201.744,0.9996,NA,NA,41.81496,1748.49088,22,2.15,NA,NA,NA
3955,130,7,2023,1,150,UNDER,WEST,D,AST,5.02,216.864,0.9996,NA,NA,47.8038,2285.203294,22.1,0.35,NA,NA,NA
3956,131,7,2023,3,150,UNDER,WEST,D,AST,6.7,289.44,0.9998,NA,NA,43.99272,1935.359413,22.1,0.7,NA,NA,NA
3957,132,7,2023,2,150,OVER,WEST,D,OVER,8.68,374.976,0.9998,NA,NA,43.03995,1852.437296,22.2,0.53,NA,NA,NA
3958,133,7,2023,2,150,OVER,WEST,D,OVER,4.35,187.92,0.9996,NA,NA,42.3594,1794.318768,22.3,0.7,NA,NA,NA
3959,134,7,2023,2,150,OVER,WEST,D,OVER,6.76,292.032,0.9998,NA,NA,43.03995,1852.437296,22.4,1.55,NA,NA,NA
3960,135,7,2023,2,150,UNDER,WEST,D,AST,9.25,399.6,0.9998,NA,NA,46.98714,2207.791325,22.2,0.6,NA,NA,NA
3961,136,7,2023,1,150,UNDER,WEST,D,POA,7.62,329.184,0.9998,NA,NA,43.03995,1852.437296,22.1,1.2,NA,NA,NA
3962,137,7,2023,2,150,UNDER,WEST,D,POA,5.25,226.8,0.9998,NA,NA,43.17606,1864.172157,22.4,0.93,NA,NA,NA
3963,138,7,2023,6,150,UNDER,WEST,D,FAB,5.23,225.936,0.9998,NA,NA,47.93991,2298.234971,22.3,1.6901,NA,NA,NA
3964,139,7,2023,3,150,OVER,WEST,D,OVER,5.85,252.72,0.9921,NA,NA,46.71492,2182.283751,22.2,1.8,NA,NA,NA
3965,140,7,2023,1,150,UNDER,WEST,D,POA,5.79,250.128,0.9996,NA,NA,46.71492,2182.283751,22.1,0.25,NA,NA,NA
3966,141,7,2023,6,50,UNDER,WEST,D,AST,3.84,165.888,0.9997,NA,NA,17.72349,314.1220978,22.4,1.99,NA,NA,NA
3967,142,7,2023,1,50,UNDER,WEST,D,FAB,6.79,293.328,0.9998,NA,NA,19.62903,385.2988187,22.4,0.75,NA,NA,NA
3968,143,7,2023,1,50,UNDER,WEST,D,FAB,4.26,184.032,0.9996,NA,NA,19.49292,379.9739301,22.2,0.85,NA,NA,NA
3969,144,7,2023,2,50,UNDER,WEST,D,FAB,5.75,248.4,0.9999,NA,NA,40.45386,1636.514789,22.2,0.93,NA,NA,NA
3970,145,7,2023,2,50,OVER,WEST,D,OVER,7.08,305.856,0.9996,NA,NA,29.15673,850.1149043,22.2,1.06,NA,NA,NA
3971,146,7,2023,1,50,UNDER,WEST,D,AST,5.68,245.376,0.9997,NA,NA,24.39288,595.0125947,22.3,0.3,NA,NA,NA
3972,147,7,2023,6,50,OVER,WEST,D,OVER,10.07,435.024,0.9998,NA,NA,23.44011,549.4387568,22.2,2.09,NA,NA,NA
3973,148,7,2023,5,50,OVER,WEST,D,OVER,9.59,414.288,0.9998,NA,NA,30.65394,939.6640375,22.3,1.63,NA,NA,NA
3974,149,7,2023,3,50,UNDER,WEST,D,FAB,6.42,277.344,0.9997,NA,NA,28.61229,818.663139,22.2,1.7,NA,NA,NA
3975,150,7,2023,1,50,UNDER,WEST,D,AST,5.48,236.736,0.9997,NA,NA,25.07343,628.676892,22,1.05,NA,NA,NA
3976,151,7,2023,3,50,UNDER,WEST,D,AST,6.47,279.504,0.9998,NA,NA,32.01504,1024.962786,22.1,1.06,NA,NA,NA
3977,152,7,2023,2,50,OVER,WEST,D,OVER,7.01,302.832,0.9997,NA,NA,34.60113,1197.238197,22,1.44,NA,NA,NA
3978,153,7,2023,2,50,OVER,WEST,D,OVER,5.33,230.256,0.9998,NA,NA,29.56506,874.0927728,22.4,1.15,NA,NA,NA
3979,154,7,2023,2,50,OVER,WEST,D,OVER,6.46,279.072,0.9998,NA,NA,31.4706,990.3986644,22.4,1.5,NA,NA,NA
3980,155,7,2023,2,50,UNDER,WEST,D,AST,7.23,312.336,0.9998,NA,NA,27.3873,750.0642013,22.4,0.5,NA,NA,NA
3981,156,7,2023,1,50,UNDER,WEST,D,POA,7.08,305.856,0.9997,NA,NA,43.58439,1899.599052,22.5,0.9,NA,NA,NA
3982,157,7,2023,2,50,UNDER,WEST,D,POA,6.26,270.432,0.9998,NA,NA,37.32333,1393.030962,22.6,1.05,NA,NA,NA
3983,158,7,2023,6,50,UNDER,WEST,D,FAB,6.62,285.984,0.9998,NA,NA,29.29284,858.0704753,22.5,2.2601,NA,NA,NA
3984,159,7,2023,3,50,OVER,WEST,D,OVER,10.36,447.552,0.9997,NA,NA,21.12624,446.3180165,22.6,1.45,NA,NA,NA
3985,160,7,2023,1,50,UNDER,WEST,D,POA,6.1,263.52,0.9998,NA,NA,46.4427,2156.924383,22.6,0.85,NA,NA,NA
3986,161,7,2023,1,50,UNDER,WEST,E,FAB,5.75,248.4,0.9998,NA,NA,15.54573,241.6697212,22.6,1.1,NA,NA,NA
3987,162,7,2023,1,50,UNDER,WEST,E,FAB,4.67,201.744,0.9997,NA,NA,23.16789,536.7511271,22.6,0.32,NA,NA,NA
3988,163,7,2023,3,50,OVER,WEST,E,OVER,6.56,283.392,0.9998,NA,NA,16.4985,272.2005023,22.6,1.05,NA,NA,NA
3989,164,7,2023,5,50,OVER,WEST,E,OVER,5.25,226.8,0.9996,NA,NA,18.26793,333.7172665,23,2.4701,NA,NA,NA
3990,165,7,2023,3,50,UNDER,WEST,E,AST,5.77,249.264,0.9995,NA,NA,27.93174,780.1820994,23.2,1.98,NA,NA,NA
3991,166,7,2023,3,50,UNDER,WEST,E,POA,6.39,276.048,0.9997,NA,NA,29.42895,866.0630981,23.2,1.06,NA,NA,NA
3992,167,7,2023,1,50,UNDER,WEST,E,AST,5.96,257.472,0.9998,NA,NA,19.90125,396.0597516,23.5,0.8,NA,NA,NA
3993,168,7,2023,1,50,UNDER,WEST,E,AST,6.02,260.064,0.9997,NA,NA,23.84844,568.7480904,23,1.05,NA,NA,NA
3994,169,7,2023,2,50,OVER,WEST,E,OVER,5.77,249.264,0.9998,NA,NA,30.38172,923.0489102,23.2,1.15,NA,NA,NA
3995,170,7,2023,6,50,UNDER,WEST,E,AST,6.85,295.92,0.9998,NA,NA,36.50667,1332.736954,23.2,2.0501,NA,NA,NA
3996,171,7,2023,3,50,OVER,WEST,E,OVER,7.74,334.368,0.9998,NA,NA,32.28726,1042.467158,23.3,1.85,NA,NA,NA
3997,172,7,2023,2,50,OVER,WEST,E,OVER,4.28,184.896,0.9995,NA,NA,33.92058,1150.605748,23.3,0.95,NA,NA,NA
3998,173,7,2023,2,50,UNDER,WEST,E,AST,7.36,317.952,0.9997,NA,NA,30.24561,914.7969243,23.2,1.15,NA,NA,NA
3999,175,7,2023,1,50,UNDER,WEST,E,FAB,3.96,171.072,0.9996,NA,NA,40.58997,1647.545665,23.2,0.7,NA,NA,NA
4000,176,7,2023,2,50,UNDER,WEST,E,FAB,5.41,233.712,0.9997,NA,NA,28.20396,795.4633597,23.4,1.35,NA,NA,NA
4001,177,7,2023,1,50,UNDER,WEST,E,POA,5.67,244.944,0.9997,NA,NA,36.23445,1312.935367,23.2,0.35,NA,NA,NA
4002,178,7,2023,5,50,UNDER,WEST,E,POA,8.19,353.808,0.9998,NA,NA,48.62046,2363.949131,23.3,1.9501,NA,NA,NA
4003,179,7,2023,2,50,UNDER,WEST,E,POA,6.8,293.76,0.9998,NA,NA,32.42337,1051.274922,23.3,0.98,NA,NA,NA
4004,180,7,2023,6,50,OVER,WEST,E,OVER,7.5,324,0.9998,NA,NA,34.87335,1216.15054,23.3,2.5,NA,NA,NA
4005,181,7,2023,1,150,UNDER,WEST,E,FAB,5.57,240.624,0.9998,NA,NA,24.6651,608.367158,23.4,1.12,NA,NA,NA
4006,182,7,2023,1,150,UNDER,WEST,E,FAB,4.68,202.176,0.9998,NA,NA,46.4427,2156.924383,23.4,0.35,NA,NA,NA
4007,183,7,2023,3,150,OVER,WEST,E,OVER,7.77,335.664,0.9999,NA,NA,50.38989,2539.141014,23.2,0.68,NA,NA,NA
4008,184,7,2023,5,150,OVER,WEST,E,OVER,9.67,417.744,0.9997,NA,NA,36.50667,1332.736954,23,2.3501,NA,NA,NA
4009,185,7,2023,3,150,UNDER,WEST,E,AST,6.32,273.024,0.9997,NA,NA,47.66769,2272.20867,23,2.05,NA,NA,NA
4010,186,7,2023,3,150,UNDER,WEST,E,POA,3.85,166.32,0.9997,NA,NA,47.25936,2233.447108,23,1.11,NA,NA,NA
4011,187,7,2023,1,150,UNDER,WEST,E,AST,7.24,312.768,0.9998,NA,NA,46.85103,2195.019012,23,0.85,NA,NA,NA
4012,188,7,2023,1,150,UNDER,WEST,E,AST,5.16,222.912,0.9997,NA,NA,45.76215,2094.174373,22.9,1.08,NA,NA,NA
4013,189,7,2023,2,150,OVER,WEST,E,OVER,6.1,263.52,0.9998,NA,NA,43.03995,1852.437296,23.3,0.6,NA,NA,NA
4014,190,7,2023,6,150,UNDER,WEST,E,AST,10.06,434.592,0.9998,NA,NA,46.57881,2169.585541,23.3,1.8501,NA,NA,NA
4015,191,7,2023,3,150,OVER,WEST,E,OVER,11.57,499.824,0.9998,NA,NA,44.80938,2007.880536,23.3,1.8,NA,NA,NA
4016,192,7,2023,2,150,OVER,WEST,E,OVER,8.09,349.488,0.9998,NA,NA,43.03995,1852.437296,23.2,0.75,NA,NA,NA
4017,193,7,2023,2,150,UNDER,WEST,E,AST,7.96,343.872,0.9999,NA,NA,35.82612,1283.510874,23.3,1.2,NA,NA,NA
4018,195,7,2023,1,150,UNDER,WEST,E,FAB,6.56,283.392,0.9998,NA,NA,54.74541,2997.059916,23.3,0.7,NA,NA,NA
4019,196,7,2023,2,150,UNDER,WEST,E,FAB,6.86,296.352,0.9998,NA,NA,45.35382,2056.968989,23.3,1.65,NA,NA,NA
4020,197,7,2023,1,150,UNDER,WEST,E,POA,32.27,1394.064,0.9999,NA,NA,42.3594,1794.318768,23.3,0.05,NA,NA,NA
4021,198,7,2023,5,150,UNDER,WEST,E,POA,6.45,278.64,0.9998,NA,NA,46.30659,2144.300277,23.3,2.0301,NA,NA,NA
4022,199,7,2023,2,150,UNDER,WEST,E,POA,6.58,284.256,0.9998,NA,NA,52.43154,2749.066387,23.2,0.55,NA,NA,NA
4023,200,7,2023,6,150,OVER,WEST,E,OVER,7.36,317.952,0.9998,NA,NA,50.11767,2511.780846,23.2,2.13,NA,NA,NA
4024,1,8,2023,5,50,OVER,EAST,A,OVER,4.98,215.136,0.9997,NA,NA,23.304,543.076416,24.1,1.36,NA,NA,NA
4025,2,8,2023,3,50,UNDER,EAST,A,AST,4.59,198.288,0.9996,NA,NA,18.13182,328.7628965,24,1.1301,NA,NA,NA
4026,3,8,2023,1,50,UNDER,EAST,A,FAB,2.76,119.232,0.9167,NA,NA,16.63461,276.7102499,23.9,0.35,NA,NA,NA
4027,4,8,2023,6,50,UNDER,EAST,A,AST,2.27,98.064,0.9991,NA,NA,20.44569,418.0262396,23.8,1.8801,NA,NA,NA
4028,5,8,2023,1,50,UNDER,EAST,A,POA,4.55,196.56,0.9997,NA,NA,27.65952,765.0490466,24,1.15,NA,NA,NA
4029,6,8,2023,1,50,UNDER,EAST,A,AST,3.15,136.08,0.9997,NA,NA,30.79005,948.027179,24.1,0.65,NA,NA,NA
4030,7,8,2023,2,50,OVER,EAST,A,OVER,6.14,265.248,0.9998,NA,NA,24.93732,621.8699288,24.1,0.74,NA,NA,NA
4031,8,8,2023,3,50,UNDER,EAST,A,FAB,1.8,77.76,0.9989,NA,NA,23.98455,575.2586387,24,0.6,NA,NA,NA
4032,9,8,2023,6,50,OVER,EAST,A,OVER,6.22,268.704,0.9997,NA,NA,17.99571,323.8455784,23.8,1.9802,NA,NA,NA
4033,10,8,2023,2,50,OVER,EAST,A,OVER,3.78,163.296,0.9997,NA,NA,25.48176,649.3200927,24,0.5,NA,NA,NA
4034,11,8,2023,1,50,UNDER,EAST,A,FAB,5.42,234.144,0.9997,NA,NA,17.31516,299.8147658,24.1,0.3,NA,NA,NA
4035,12,8,2023,2,50,UNDER,EAST,A,FAB,3.56,153.792,0.9994,NA,NA,19.90125,396.0597516,24.1,0.5,NA,NA,NA
4036,13,8,2023,1,50,UNDER,EAST,A,POA,4.58,197.856,0.9995,NA,NA,35.96223,1293.281987,24.3,0.85,NA,NA,NA
4037,14,8,2023,1,50,UNDER,EAST,A,AST,4.56,196.992,0.9995,NA,NA,21.80679,475.5360901,24.3,0.2,NA,NA,NA
4038,15,8,2023,2,50,OVER,EAST,A,OVER,8.5,367.2,0.9999,NA,NA,25.61787,656.2752633,24.4,1.9,NA,NA,NA
4039,16,8,2023,2,50,UNDER,EAST,A,POA,6.09,263.088,0.9998,NA,NA,29.29284,858.0704753,24.2,1.9,NA,NA,NA
4040,17,8,2023,3,50,OVER,EAST,A,OVER,6.73,290.736,0.9998,NA,NA,36.23445,1312.935367,24.4,1.71,NA,NA,NA
4041,18,8,2023,6,50,UNDER,EAST,A,FAB,4.85,209.52,0.9997,NA,NA,33.10392,1095.869519,24.3,1.35,NA,NA,NA
4042,19,8,2023,2,50,UNDER,EAST,A,AST,4.76,205.632,0.9998,NA,NA,49.02879,2403.822249,24.3,1.35,NA,NA,NA
4043,20,8,2023,2,50,OVER,EAST,A,OVER,4.81,207.792,0.9997,NA,NA,39.50109,1560.336111,24,0.53,NA,NA,NA
4044,21,8,2023,5,150,OVER,EAST,A,OVER,6.5,280.8,0.9998,NA,NA,47.25936,2233.447108,24.7,2.1401,NA,NA,NA
4045,22,8,2023,3,150,UNDER,EAST,A,AST,5.1,220.32,0.9997,NA,NA,43.31217,1875.94407,24.5,1.3501,NA,NA,NA
4046,23,8,2023,1,150,UNDER,EAST,A,FAB,4.2,181.44,0.9997,NA,NA,52.97598,2806.454457,24.4,0.45,NA,NA,NA
4047,24,8,2023,6,150,UNDER,EAST,A,AST,5.29,228.528,0.9999,NA,NA,44.53716,1983.558621,24.4,2.3002,NA,NA,NA
4048,25,8,2023,1,150,UNDER,EAST,A,POA,8.77,378.864,0.9999,NA,NA,55.01763,3026.939611,24.6,1.3,NA,NA,NA
4049,26,8,2023,1,150,UNDER,EAST,A,AST,6.76,292.032,0.9999,NA,NA,45.48993,2069.333731,24.6,0.45,NA,NA,NA
4050,27,8,2023,2,150,OVER,EAST,A,OVER,7.45,321.84,0.9998,NA,NA,53.92875,2908.310077,24.2,0.95,NA,NA,NA
4051,28,8,2023,3,150,UNDER,EAST,A,FAB,3.27,141.264,0.9994,NA,NA,47.12325,2220.600691,24.3,0.92,NA,NA,NA
4052,29,8,2023,6,150,OVER,EAST,A,OVER,8.24,355.968,0.9938,NA,NA,47.25936,2233.447108,24.5,2.0001,NA,NA,NA
4053,30,8,2023,2,150,OVER,EAST,A,OVER,6.28,271.296,0.9998,NA,NA,52.43154,2749.066387,24.5,0.6,NA,NA,NA
4054,31,8,2023,1,150,UNDER,EAST,A,FAB,6.19,267.408,0.9998,NA,NA,50.93433,2594.305973,24.1,0.3,NA,NA,NA
4055,32,8,2023,2,150,UNDER,EAST,A,FAB,4.56,196.992,0.9996,NA,NA,54.20097,2937.745149,24.1,0.45,NA,NA,NA
4056,33,8,2023,1,150,UNDER,EAST,A,POA,3.6,155.52,0.9995,NA,NA,51.61488,2664.095837,24.9,0.3,NA,NA,NA
4057,34,8,2023,1,150,UNDER,EAST,A,AST,4.18,180.576,0.9997,NA,NA,54.33708,2952.518263,25.6,0.12,NA,NA,NA
4058,35,8,2023,2,150,OVER,EAST,A,OVER,5.22,225.504,0.9996,NA,NA,44.94549,2020.097071,24.1,1.95,NA,NA,NA
4059,36,8,2023,2,150,UNDER,EAST,A,POA,8.21,354.672,0.9969,NA,NA,46.85103,2195.019012,24.1,2,NA,NA,NA
4060,37,8,2023,3,150,OVER,EAST,A,OVER,4.86,209.952,0.9996,NA,NA,47.93991,2298.234971,25.1,1.7001,NA,NA,NA
4061,38,8,2023,6,150,UNDER,EAST,A,FAB,4.62,199.584,0.9998,NA,NA,46.30659,2144.300277,25,1.6001,NA,NA,NA
4062,39,8,2023,2,150,UNDER,EAST,A,AST,3.86,166.752,0.9995,NA,NA,48.62046,2363.949131,24.9,1.6,NA,NA,NA
4063,40,8,2023,2,150,OVER,EAST,A,OVER,4.5,194.4,0.9997,NA,NA,45.62604,2081.735526,24.6,0.8,NA,NA,NA
4064,41,8,2023,1,150,UNDER,EAST,B,POA,4.55,196.56,0.9997,NA,NA,47.8038,2285.203294,27.7,1.15,NA,NA,NA
4065,42,8,2023,2,150,OVER,EAST,B,OVER,1.18,50.976,0.6648,NA,NA,49.1649,2417.187392,27.2,1.55,NA,NA,NA
4066,43,8,2023,1,150,UNDER,EAST,B,FAB,5.77,249.264,0.9998,NA,NA,43.44828,1887.753035,27,0.2,NA,NA,NA
4067,44,8,2023,3,150,OVER,EAST,B,OVER,5.61,242.352,0.9997,NA,NA,42.22329,1782.806218,26.9,1.3,NA,NA,NA
4068,45,8,2023,1,150,UNDER,EAST,B,AST,5.23,225.936,0.9996,NA,NA,47.8038,2285.203294,26.6,1.2,NA,NA,NA
4069,46,8,2023,6,150,OVER,EAST,B,OVER,5.56,240.192,0.9988,NA,NA,52.15932,2720.594663,26.6,1.42,NA,NA,NA
4070,47,8,2023,1,150,UNDER,EAST,B,POA,4.95,213.84,0.9997,NA,NA,51.8871,2692.271146,26.4,0.75,NA,NA,NA
4071,48,8,2023,6,150,UNDER,EAST,B,AST,4.58,197.856,0.9997,NA,NA,46.71492,2182.283751,26.3,1.8502,NA,NA,NA
4072,49,8,2023,2,150,OVER,EAST,B,OVER,4.88,210.816,0.9992,NA,NA,53.92875,2908.310077,26.6,1.28,NA,NA,NA
